,Trust_Score,Kms_Driven,Year,RegState_Codes,Brand_Codes,Fuel_Codes,Trans_Codes,Model_Name,Price
0,7.2,23652,2016,0,16,2,1,Celerio,12.998291105900314
1,6.5,54744,2016,0,16,2,1,Alto,12.738017676316092
2,6.7,33625,2017,0,23,2,1,KWID,12.76456208508764
3,6.6,37844,2016,0,16,2,1,Wagon,12.956896577792007
4,7.1,25479,2015,0,16,2,1,Alto,12.514979128183281
5,6.7,35241,2017,0,16,2,1,Celerio,13.117027165114697
6,6.9,41256,2016,0,16,2,1,Celerio,12.921932430977858
7,6.8,25415,2016,0,16,2,1,Celerio,13.021640977925959
8,7.0,41256,2014,0,16,2,1,Alto,12.388519194512279
9,6.5,41236,2017,0,16,2,1,Wagon,13.050373161221609
10,5.8,6265,2016,0,16,2,1,Celerio,13.287877815881902
11,7.0,31820,2017,0,16,2,1,Celerio,13.104541507113135
12,6.0,9757,2015,0,16,2,1,Celerio,12.971540487669746
13,6.7,48858,2017,0,16,2,1,Wagon,13.11737897588836
14,6.6,41002,2015,0,16,2,1,Alto,12.579647970102888
15,7.2,23645,2017,0,16,2,1,Celerio,13.072700332385228
16,6.5,21421,2018,0,16,2,1,Swift,13.427707552569144
17,6.6,23652,2018,0,16,0,1,Vitara,13.725526767728137
18,6.5,15338,2015,0,16,2,1,Celerio,12.926348493478372
19,7.1,33255,2015,0,16,2,1,Alto,12.540664543994545
20,7.0,23125,2014,0,16,2,1,Celerio,12.857676217102094
21,6.5,3656,2016,0,16,2,1,Celerio,13.163505320735505
22,6.5,9757,2015,0,16,2,1,Celerio,13.056223574899784
23,7.2,36525,2014,0,16,2,1,Celerio,12.772326353645779
24,6.9,27485,2018,0,16,0,1,Vitara,13.833499777323832
25,7.7,52935,2016,0,16,2,1,Wagon,12.906252538494298
26,6.7,39696,2016,0,16,2,1,Alto,12.701405879565616
27,7.6,48389,2016,0,16,2,1,Celerio,12.800404510468296
28,6.9,12584,2018,0,16,2,1,Swift,13.400258715620286
29,6.9,22114,2016,0,16,2,1,Celerio,12.879392048477673
30,7.0,37845,2016,0,16,2,1,Alto,12.72588080525422
31,6.6,38565,2016,0,16,2,1,Celerio,12.941555873853085
32,6.6,33632,2017,0,16,2,1,Alto,12.822460264655593
33,6.6,24952,2017,0,16,2,1,Ignis,13.190933759655271
34,7.0,37845,2016,0,16,2,1,Celerio,12.943236711506893
35,7.2,29685,2017,0,16,0,1,Swift,13.608277264574037
36,7.2,23362,2017,0,16,2,1,Celerio,13.031919935794715
37,6.7,26636,2016,0,16,2,1,Alto,12.74142501447276
38,6.7,38965,2015,0,16,2,1,Alto,12.609903084961877
39,6.5,21423,2018,0,16,2,1,Celerio,13.197836274766537
40,6.7,29652,2017,0,16,2,1,Wagon,13.0012640990886
41,6.5,23652,2018,0,16,2,1,Swift,13.304936569202207
42,6.7,23652,2015,0,16,2,1,Alto,12.63152990545727
43,7.2,23652,2015,0,16,2,1,Celerio,12.762678192948718
44,7.2,23652,2016,0,16,2,1,Celerio,12.987509968444026
45,6.7,23652,2014,0,16,2,1,Celerio,12.656441008474097
46,6.7,26788,2016,0,16,2,1,Celerio,13.080893256228695
47,8.2,10000,2017,0,16,2,1,Celerio,12.611537753638338
48,5.4,27074,2015,0,16,2,1,Alto,12.89921982609012
49,6.5,19885,2017,0,16,2,1,Wagon,13.170191173884586
50,6.0,27156,2014,0,16,2,1,Celerio,12.983101310070822
51,7.4,23652,2015,0,21,0,1,Terrano,13.72657442072059
52,7.3,23652,2014,0,16,2,1,Alto,12.518983772027731
53,6.6,23652,2016,0,16,2,1,Alto,12.776967442762075
54,5.9,76000,2014,0,16,2,1,Celerio,12.755268620994606
55,6.8,56858,2014,0,16,2,1,Celerio,12.77995475526194
56,7.0,25636,2017,0,16,2,1,Celerio,12.997409945792695
57,6.7,12578,2019,0,16,2,1,Wagon,13.01936673226844
58,6.5,36524,2018,0,16,2,1,Celerio,13.034493450147687
59,6.8,48455,2015,0,16,2,1,Celerio,12.79974749654523
60,7.0,23652,2014,0,16,2,1,Celerio,12.63947388083124
61,7.0,19662,2018,0,16,0,1,Vitara,13.932094652956229
62,7.1,29847,2016,0,16,2,1,Celerio,12.890711230437113
63,6.4,37445,2016,0,16,2,1,Celerio,12.877426568804088
64,6.4,22114,2018,0,16,2,1,Celerio,13.227805689716718
65,7.1,36525,2015,0,16,2,1,Celerio,12.822195682963102
66,6.4,23652,2019,0,23,0,1,Duster,14.196864650988111
67,7.0,25414,2015,0,16,2,1,Celerio,12.831628650339969
68,7.2,25414,2016,0,16,2,1,Celerio,12.984798719231163
69,7.0,17855,2017,0,21,0,1,Terrano,13.98729849715975
70,6.7,37845,2016,0,16,2,1,Celerio,12.877426568804088
71,6.0,22113,2015,0,16,2,1,Celerio,12.820706781219009
72,7.2,23652,2015,0,21,0,1,Terrano,13.72657442072059
73,6.6,32458,2016,0,23,0,1,Duster,13.816533035056366
74,7.8,16000,2014,0,16,2,1,Celerio,12.863592648446968
75,7.0,19875,2015,0,16,2,1,Celerio,12.99275342871534
76,6.8,19852,2016,0,16,2,1,Celerio,13.146546591980877
77,7.0,25414,2014,0,16,2,1,Celerio,12.717865801086292
78,6.8,23652,2016,0,16,2,1,Wagon,12.973935292253412
79,6.5,36525,2017,0,23,2,1,KWID,12.711808337543424
80,6.6,42152,2016,0,16,2,1,Alto,12.777873888329397
81,6.5,23652,2018,0,16,2,1,Swift,13.513057259462018
82,6.4,3561,2014,0,16,2,1,Celerio,12.950388112664518
83,5.9,21179,2014,0,16,2,1,Celerio,13.081541382884074
84,6.7,75000,2017,0,16,2,1,Alto,12.89921982609012
85,5.4,78652,2015,0,16,2,1,Celerio,12.943865700254861
86,6.7,2500,2018,0,4,2,1,Redi-GO,12.957252857340729
87,8.1,54723,2009,0,8,2,0,i10,12.219576062630408
88,7.5,23363,2018,0,18,0,0,GLE,15.420723959705265
89,7.1,36663,2017,0,28,0,0,Vento,13.916803713114634
90,7.2,32565,2015,0,18,0,0,C-Class,14.74592744424719
91,7.6,62080,2012,0,8,2,0,Verna,12.88620044050273
92,6.6,18748,2018,0,27,0,0,Innova,14.749878900737206
93,7.0,16474,2018,0,26,0,0,Hexa,14.37996718155401
94,7.2,45896,2017,0,6,2,0,EcoSport,13.780415881004512
95,7.6,33214,2011,0,11,0,0,Range,15.392873318803721
96,7.0,64856,2018,0,29,0,0,S90,15.418064429669013
97,6.8,25414,2018,0,27,0,0,Innova,14.584469971885166
98,7.0,21423,2017,0,18,0,0,C-Class,15.08434595591062
99,7.4,22541,2018,0,1,0,0,X5,15.395922873977337
100,6.5,21452,2018,0,27,0,0,Innova,14.704245081067384
101,7.0,31800,2018,0,18,0,0,C-Class,15.180072981865912
102,7.1,17855,2017,0,6,0,0,Endeavour,14.920463700858264
103,7.2,23652,2016,0,13,0,0,XUV500,14.072481071505775
104,7.4,27456,2017,0,1,0,0,X1,14.987445176917005
105,7.3,29658,2018,0,18,0,0,GLC,15.261305379856516
106,6.9,24805,2018,0,27,0,0,Innova,14.34779038559918
107,7.1,25748,2018,0,13,0,0,XUV500,14.384612070961948
108,6.6,36525,2015,0,8,2,0,i10,13.012441362799773
109,7.0,16325,2018,0,13,0,0,XUV500,14.348238955116189
110,6.9,39784,2017,0,7,2,0,City,13.94885543319551
111,7.3,32541,2011,0,1,0,0,3,14.32566535677751
112,6.9,18745,2018,0,27,0,0,Innova,14.34779038559918
113,7.0,13665,2018,0,27,0,0,Fortuner,14.86588907764644
114,6.5,21558,2017,0,25,2,0,Octavia,14.457436020522387
115,6.7,41135,2016,0,7,2,0,Brio,13.0793431351737
116,6.8,36525,2016,0,27,0,0,Innova,14.429320115553365
117,7.1,23652,2016,0,13,0,0,XUV500,14.100589495197603
118,6.8,23652,2010,0,0,0,0,A4,14.052426828458854
119,7.2,23652,2013,0,1,0,0,3,14.553563224234097
120,6.7,23652,2015,0,6,2,0,EcoSport,13.788595577743292
121,7.1,28805,2017,0,27,0,0,Innova,14.553376769723437
122,7.4,23325,2018,0,18,2,0,GLC,15.254402824596424
123,6.7,26457,2016,0,6,0,0,Endeavour,14.629926691305423
124,7.4,36524,2016,0,11,0,0,Discovery,15.129986899908678
125,6.9,22325,2017,0,6,0,0,Endeavour,14.899702369546153
126,6.8,23652,2014,0,8,0,0,Santa,14.254180886476874
127,7.3,25414,2015,0,1,0,0,5,15.293047975707966
128,6.9,23652,2013,0,1,0,0,7,15.373637702173946
129,7.4,36525,2011,0,9,0,0,XF,14.576580838009091
130,6.9,36525,2016,0,13,0,0,XUV500,14.119335628253241
131,7.0,23652,2015,0,18,0,0,M-Class,15.22970871177592
132,7.1,23652,2013,0,1,0,0,5,14.867456026571455
133,7.0,54125,2012,0,1,0,0,5,14.782173820453092
134,7.1,23652,2017,0,8,2,0,Creta,14.018157481219475
135,8.1,22020,2018,0,25,2,0,Superb,14.757975730807892
136,7.5,31401,2017,0,29,0,0,V90,15.148850245369948
137,7.3,16748,2018,0,18,0,0,GLC,15.196736094269728
138,7.4,26635,2016,0,11,2,0,Discovery,15.107450832077424
139,7.5,25665,2017,0,18,0,0,GLA,14.675324478948522
140,7.6,23352,2017,0,19,2,0,Cooper,15.192753326744521
141,7.6,26588,2016,0,18,0,0,M-Class,14.901424226021561
142,7.4,29658,2018,0,18,0,0,GLC,15.166595270843791
143,7.3,26630,2018,0,25,2,0,Superb,14.75629212597574
144,7.4,31202,2017,0,11,2,0,Range,16.40929268867544
145,7.3,51454,2013,0,8,2,0,Sonata,13.678676574929563
146,8.1,37485,2016,0,1,0,0,3,14.90443810050847
147,7.1,23360,2018,0,27,0,0,Fortuner,14.86588907764644
148,7.5,36552,2018,0,18,2,0,C-Class,15.6080500562239
149,7.4,36598,2018,0,18,2,0,GLA,14.861072922554623
150,7.3,27995,2018,0,27,0,0,Fortuner,14.86588907764644
151,7.0,11478,2018,0,27,0,0,Innova,14.584469971885166
152,7.3,14712,2018,0,27,0,0,Innova,14.581474556067883
153,6.7,64785,2008,0,7,2,0,City,12.358467499081977
154,7.2,23659,2018,0,8,0,0,Tucson,14.559153114659653
155,7.0,21484,2018,0,27,0,0,Innova,14.581474556067883
156,7.5,25425,2016,0,11,0,0,Range,15.193113003594139
157,7.5,39658,2016,0,1,0,0,7,15.412117707079851
158,7.5,36563,2017,0,18,2,0,CLA,14.848592544954153
159,7.5,30265,2011,0,18,0,0,E-Class,14.469839464381495
160,7.6,36336,2014,0,9,0,0,XF,14.776676371492748
161,7.6,36662,2014,0,11,0,0,Range,14.896812211742297
162,7.3,36985,2016,0,18,0,0,GL,15.36217202256406
163,7.5,22652,2017,0,10,0,0,Compass,14.242268685450348
164,7.1,27895,2018,0,18,0,0,E-Class,15.293513393254075
165,7.4,25698,2018,0,9,2,0,XF,15.297209867125112
166,7.4,39969,2018,0,18,2,0,GLS,15.418847296028384
167,7.2,39958,2018,0,18,0,0,GLC,15.246277203183562
168,7.3,45565,2014,0,0,0,0,Q3,14.516604082538393
169,7.2,41101,2015,0,25,0,0,Rapid,13.482312156491822
170,7.1,29858,2018,0,27,0,0,Fortuner,14.86588907764644
171,7.2,29698,2016,0,13,0,0,XUV500,14.000107025186193
172,6.7,112478,2009,0,27,2,0,Corolla,12.615997792860426
173,7.2,23659,2018,0,8,0,0,Tucson,14.571085439697985
174,7.3,27458,2016,0,18,0,0,GLS,15.413961332246227
175,7.3,36524,2017,0,18,2,0,GLA,14.707882707609253
176,7.1,32012,2016,0,6,0,0,Endeavour,14.52439869702749
177,7.3,26450,2018,0,27,0,0,Fortuner,14.86588907764644
178,6.9,23652,2018,0,6,0,0,Endeavour,14.816555220712845
179,7.3,23632,2018,0,18,0,0,E-Class,15.300185154169677
180,7.4,39985,2013,0,13,0,0,Scorpio,13.346527208056516
181,7.4,29857,2018,0,1,2,0,3,15.302695635054521
182,7.4,30125,2017,0,12,2,0,RX,15.890842541967439
183,6.7,30120,2012,0,25,0,0,Laura,13.158631659496098
184,7.0,28748,2016,0,7,2,0,Jazz,13.285148671423924
185,7.0,41584,2015,0,28,2,0,Vento,13.3970134003822
186,7.4,23302,2017,0,27,0,0,Fortuner,14.76069773684884
187,7.2,23365,2018,0,13,0,0,XUV500,14.280408676240848
188,7.3,32412,2017,0,27,0,0,Fortuner,14.757426150677166
189,7.1,20125,2018,0,27,0,0,Fortuner,14.86588907764644
190,7.1,26535,2018,0,28,0,0,Tiguan,14.849158634901427
191,6.7,22015,2018,0,27,0,0,Innova,14.71508393020548
192,7.3,29858,2017,0,27,0,0,Fortuner,14.824948404630769
193,7.4,36253,2018,0,18,0,0,GLC,15.26002642042408
194,7.3,13332,2018,0,26,0,0,Hexa,14.33914144328874
195,7.1,23652,2018,0,27,0,0,Fortuner,14.86588907764644
196,7.1,28748,2018,0,27,0,0,Innova,14.586461942617055
197,7.4,21452,2015,0,1,0,0,3,14.933539124795544
198,7.1,25446,2018,0,18,0,0,CLA,15.01246448751804
199,7.1,21425,2017,0,8,2,0,Creta,13.981187695070115
200,7.1,19855,2017,0,8,0,0,Tucson,14.518274350333044
201,6.6,17858,2018,0,13,0,0,XUV500,14.35490497951597
202,7.1,42589,2017,0,25,0,0,Rapid,13.717863549902367
203,7.0,54122,2014,0,18,0,0,GL,15.203187213275196
204,7.1,42155,2017,0,8,0,0,Creta,14.083106497936079
205,7.1,42584,2017,0,8,0,0,Creta,14.083106497936079
206,6.8,69857,2018,0,9,0,0,F-Pace,15.418122627245776
207,6.7,51444,2017,0,8,2,0,Creta,13.942254215951989
208,6.9,53855,2017,0,26,0,0,Hexa,14.202309193108423
209,6.9,51488,2017,0,8,0,0,Tucson,14.462744681509813
210,7.0,51447,2017,0,28,0,0,Tiguan,14.746032346288104
211,6.6,23652,2017,0,27,0,0,Innova,14.61959964917794
212,7.1,48562,2017,0,27,0,0,Innova,14.299129822324065
213,7.2,26695,2018,0,18,2,0,GLA,14.993555522120271
214,7.1,43655,2017,0,25,0,0,Rapid,13.717863549902367
215,7.2,36963,2017,0,6,0,0,Endeavour,14.899702369546153
216,7.3,33632,2017,0,22,2,0,Macan,15.42287792830478
217,6.8,36325,2017,0,9,2,0,XF,15.252761781884955
218,7.3,31452,2018,0,18,0,0,GLC,15.364338010981653
219,6.9,33245,2013,0,0,0,0,A4,15.232003322562464
220,7.4,34665,2013,0,0,0,0,Q7,15.132860974971678
221,6.9,21143,2013,0,1,0,0,7,15.42360857313683
222,7.0,47852,2017,0,8,0,0,Creta,14.069385815632003
223,6.6,21452,2015,0,27,2,0,Corolla,14.0649275205285
224,7.3,25414,2013,0,18,0,0,C-Class,14.503726097950693
225,7.1,21452,2018,0,13,0,0,XUV500,14.190064122622264
226,7.6,36251,2013,0,9,0,0,XF,14.70349728401048
227,6.6,26584,2017,0,8,0,0,Creta,14.104034276132912
228,6.7,23652,2018,0,27,0,0,Innova,14.462667201738277
229,6.6,37488,2016,0,6,2,0,EcoSport,13.694056793418428
230,7.6,32514,2011,0,18,0,0,GL,14.847971291922029
231,7.6,55142,2011,0,0,0,0,A6,14.225776788881891
232,6.6,21142,2018,0,6,0,0,Endeavour,15.09119062647779
233,6.8,32480,2018,0,27,0,0,Innova,14.586461942617055
234,6.8,23580,2018,0,18,0,0,GLC,15.364338010981653
235,6.8,25806,2018,0,13,0,0,XUV500,14.34524311389365
236,6.8,24050,2018,0,25,0,0,Kodiaq,14.975464387871254
237,7.0,36554,2018,0,25,2,0,Octavia,14.449455354847476
238,7.1,24005,2018,0,18,2,0,GLA,14.993555522120271
239,7.7,20125,2017,0,27,0,0,Fortuner,14.824948404630769
240,6.9,45789,2017,0,8,0,0,Creta,14.073526922460298
241,6.7,45855,2013,0,16,2,0,A-star,12.404825138781876
242,7.1,26632,2018,0,27,0,0,Innova,14.586461942617055
243,6.6,49355,2017,0,27,0,0,Innova,14.553376769723437
244,7.1,52364,2017,0,28,0,0,Passat,14.74170528298436
245,6.5,52455,2017,0,13,0,0,XUV500,14.276048907450537
246,6.7,48522,2017,0,27,0,0,Innova,14.553376769723437
247,6.7,45850,2017,0,25,2,0,Octavia,14.424207624153896
248,7.3,48451,2017,0,0,0,0,A4,15.15945545649497
249,7.3,47845,2017,0,18,0,0,C-Class,15.05756871963247
250,6.9,46784,2017,0,13,0,0,XUV500,14.282904535027901
251,6.9,44785,2017,0,8,2,0,Creta,13.963031020684538
252,7.0,44859,2017,0,8,0,0,Creta,14.077900206724966
253,7.0,47859,2017,0,25,2,0,Rapid,13.622743435708733
254,7.0,44798,2017,0,0,0,0,A6,15.171795352763755
255,7.0,22140,2018,0,27,0,0,Fortuner,14.86588907764644
256,7.1,57885,2017,0,27,0,0,Fortuner,14.824948404630769
257,7.0,52455,2017,0,13,0,0,XUV500,14.26638743146119
258,7.0,52533,2017,0,8,0,0,Tucson,14.460624912501842
259,7.0,51422,2017,0,8,0,0,Creta,14.057167278129358
260,7.0,51250,2017,0,27,0,0,Fortuner,14.824948404630769
261,6.7,23452,2017,0,8,2,0,Creta,14.006613445765568
262,6.9,39784,2017,0,8,0,0,Creta,14.075478877523656
263,7.2,24156,2018,0,0,2,0,A4,15.153501623874803
264,7.1,22584,2018,0,13,0,0,XUV500,14.386296300460478
265,7.0,29874,2018,0,6,0,0,Endeavour,14.973407590821406
266,6.9,49965,2018,0,1,0,0,X5,15.418243844541417
267,7.1,21452,2016,0,6,0,0,Endeavour,14.699820925981783
268,7.2,36524,2016,0,18,0,0,C-Class,14.963123147451721
269,7.1,47312,2017,0,27,0,0,Fortuner,14.824948404630769
270,6.5,44200,2017,0,25,2,0,Octavia,14.438897608483975
271,6.8,41152,2017,0,8,0,0,Creta,14.083106497936079
272,7.1,42255,2017,0,25,0,0,Superb,14.777747031518686
273,7.3,57844,2013,0,18,2,0,C-Class,14.208531895848097
274,7.3,22365,2017,0,18,0,0,E-Class,15.22189328986551
275,6.9,23321,2017,0,13,0,0,XUV500,14.040216088753148
276,6.6,23361,2018,0,25,0,0,Kodiaq,14.984859929431337
277,7.1,30259,2017,0,25,2,0,Rapid,13.656260397861066
278,7.2,25652,2018,0,18,0,0,C-Classs,15.296027234651431
279,7.2,34748,2016,0,28,0,0,Ameo,13.463514650242272
280,7.1,65785,2018,0,0,0,0,Q7,15.416653764241955
281,6.6,49744,2016,0,7,2,0,Brio,13.038657802950638
282,6.9,25744,2018,0,25,0,0,Octavia,14.568053841314203
283,6.9,21456,2018,0,18,0,0,C-Class,15.177811618168375
284,6.9,15422,2018,0,13,0,0,XUV500,14.423143422198047
285,7.2,14520,2017,0,18,0,0,E-Class,15.424935470313875
286,7.0,14589,2018,0,28,0,0,Passat,14.762277729174668
287,7.1,51200,2018,0,18,0,0,E-Class,15.293731426173805
288,6.7,12485,2018,0,27,0,0,Innova,14.6992574367624
289,7.2,12478,2018,0,8,0,0,Creta,14.254314370490427
290,6.8,25548,2018,0,25,0,0,Kodiaq,14.971480962752727
291,6.9,25542,2018,0,27,0,0,Fortuner,14.86588907764644
292,6.9,46589,2017,0,25,0,0,Kodiaq,14.857258624807837
293,8.2,32169,2014,0,1,0,0,X3,14.673542741660789
294,7.0,29965,2018,0,18,2,0,GLA,14.87471547605969
295,7.1,52363,2018,0,18,0,0,GLE,15.422083971636363
296,6.9,31749,2018,0,27,0,0,Innova,14.581474556067883
297,7.4,18958,2018,0,29,0,0,XC60,14.988650992405567
298,7.4,69858,2018,0,18,0,0,S-Class,15.420658883260504
299,7.1,20012,2018,0,25,0,0,Kodiaq,14.952944121046274
300,6.7,36987,2016,0,8,0,0,Creta,13.924954923344599
301,6.6,51444,2017,0,8,2,0,Creta,13.942254215951989
302,6.6,46789,2017,0,8,0,0,Creta,14.071521606504096
303,7.1,36958,2017,0,25,2,0,SKODA,14.086890977550825
304,6.5,42859,2017,0,27,0,0,Innova,14.558364149478004
305,6.7,19858,2018,0,18,2,0,SLC,15.87245262411957
306,7.1,21412,2016,0,13,0,0,XUV500,13.893568219814274
307,7.3,21141,2012,0,18,0,0,E-Class,14.613233045986762
308,7.4,23652,2016,0,18,0,0,C-Class,14.981368325651303
309,7.1,21452,2014,0,8,0,0,Santa,14.249090059962514
310,7.3,38752,2014,0,25,0,0,Octavia,14.08705410210288
311,6.9,40784,2008,0,1,2,0,3,13.635367825807068
312,7.4,32745,2014,0,9,0,0,XF,14.833114144758872
313,6.4,23652,2017,0,27,0,0,Innova,14.624587502377247
314,6.7,23652,2014,0,8,2,0,Grand,12.90999407485543
315,7.0,44712,2017,0,1,0,0,3,15.187357556725253
316,6.7,44785,2017,0,8,0,0,Creta,14.077900206724966
317,7.0,47859,2017,0,27,0,0,Innova,14.553376769723437
318,6.8,44745,2017,0,8,0,0,Creta,14.077900206724966
319,7.2,23314,2017,0,27,0,0,Fortuner,14.824948404630769
320,7.1,32012,2017,0,13,0,0,XUV500,14.036944648983457
321,6.7,31452,2017,0,27,0,0,Innova,14.553376769723437
322,7.2,14784,2018,0,25,0,0,Octavia,14.691833930013882
323,6.9,14520,2018,0,13,0,0,XUV500,14.423143422198047
324,7.1,36524,2017,0,6,0,0,Endeavour,14.811567651639654
325,6.7,44155,2017,0,8,0,0,Creta,14.083106497936079
326,7.1,17484,2018,0,27,0,0,Fortuner,14.86588907764644
327,7.4,28745,2017,0,11,0,0,Range,15.423955777842117
328,7.1,42365,2018,0,9,0,0,XF,15.345296419741782
329,7.2,37445,2014,0,19,0,0,Cooper,14.619207566380787
330,7.2,23652,2015,0,28,0,0,Vento,13.68352539787728
331,6.7,23525,2015,0,28,2,0,Polo,13.234332209959113
332,7.1,19855,2017,0,27,0,0,Fortuner,14.892753472629312
333,7.3,23452,2017,0,18,2,0,C-Class,15.117625165625544
334,7.3,36525,2017,0,18,2,0,S-Class,15.42389351412764
335,7.1,46625,2018,0,12,2,0,NX,15.423591149655202
336,7.5,23362,2017,0,22,2,0,718,15.418082755222882
337,7.4,36332,2015,0,0,0,0,Q3,14.647574976410887
338,7.6,41425,2011,0,18,0,0,E-Class,14.721579626177844
339,7.6,51223,2012,0,11,0,0,Range,14.575696101202626
340,6.5,46784,2017,0,6,2,0,EcoSport,13.79007684582746
341,7.6,93000,2016,0,13,0,0,XUV500,13.96079375187868
342,7.2,27123,2017,0,25,2,0,Rapid,13.67582081298282
343,6.8,23850,2018,0,13,0,0,XUV500,14.34524311389365
344,6.9,47859,2017,0,6,0,0,Endeavour,14.899702369546153
345,7.1,46859,2017,0,13,0,0,XUV500,14.287346881798879
346,7.1,47845,2017,0,13,0,0,XUV500,14.285366051238418
347,6.8,44585,2017,0,25,2,0,Rapid,13.631272766364564
348,7.1,44859,2017,0,6,2,0,EcoSport,14.22097566607244
349,6.7,32541,2018,0,27,0,0,Innova,14.704245081067384
350,7.1,23462,2018,0,13,0,0,XUV500,14.359161294253148
351,7.0,38955,2016,0,1,0,0,X5,15.420026376745577
352,7.0,23362,2017,0,27,0,0,Innova,14.299129822324065
353,7.2,25848,2018,0,18,0,0,C-Classs,15.296027234651431
354,7.3,20444,2018,0,27,0,0,Innova,14.581474556067883
355,7.3,31552,2017,0,1,0,0,5,15.406669218176953
356,7.8,14879,2015,0,1,0,0,X5,15.123927968631126
357,7.3,22033,2018,0,27,0,0,Innova,14.610553458704562
358,7.2,24585,2016,0,7,2,0,Jazz,13.166382176694869
359,7.2,29558,2017,0,27,0,0,Fortuner,14.824948404630769
360,7.1,42588,2017,0,27,0,0,Fortuner,14.824948404630769
361,6.7,42588,2017,0,8,0,0,Creta,14.083106497936079
362,6.9,43255,2017,0,25,2,0,Superb,14.676335090454446
363,6.9,23012,2017,0,8,0,0,Creta,14.085450668489859
364,7.2,21452,2017,0,27,0,0,Fortuner,14.824948404630769
365,6.6,45492,2015,0,8,2,0,Grand,12.990056377761846
366,6.9,47452,2017,0,25,0,0,Octavia,14.45017497753535
367,6.5,47845,2017,0,27,0,0,Innova,14.553376769723437
368,7.1,48596,2017,0,26,0,0,Hexa,14.21802799261517
369,7.1,47852,2017,0,26,0,0,Hexa,14.219526616707329
370,7.2,36245,2018,0,1,0,0,5,15.422159384511863
371,7.1,21452,2018,0,27,0,0,Fortuner,14.86588907764644
372,7.3,32263,2018,0,29,0,0,S60,15.210125705128302
373,6.9,24235,2018,0,18,0,0,GLC,15.364338010981653
374,6.9,23408,2018,0,8,2,0,Creta,14.060784221956366
375,6.8,39665,2016,0,18,0,0,GLA,14.856973138636892
376,6.8,47856,2017,0,27,0,0,Innova,14.299129822324065
377,7.1,21452,2012,0,18,0,0,M-Class,15.050314946434124
378,7.3,32142,2013,0,1,0,0,5,15.025136353981948
379,6.6,51244,2017,0,27,0,0,Innova,14.553376769723437
380,7.1,52366,2017,0,18,0,0,GLC,15.210246934783902
381,7.4,21425,2015,0,0,2,0,A3,14.676982208214204
382,7.0,31544,2017,0,8,0,0,Creta,14.108036131703052
383,6.9,48526,2017,0,27,0,0,Innova,14.553376769723437
384,6.8,51447,2017,0,25,2,0,Superb,14.650357367588779
385,6.8,52144,2017,0,8,2,0,Creta,13.940834864401337
386,6.8,52344,2017,0,8,2,0,Creta,13.940428965090558
387,7.1,24805,2018,0,18,0,0,CLA,14.953409583247094
388,6.8,23488,2018,0,13,0,0,XUV500,14.34524311389365
389,7.9,47458,2017,0,8,2,0,Elantra,14.236135506148479
390,7.2,36525,2018,0,0,0,0,A4,15.310652373299446
391,7.3,23652,2019,0,0,2,0,A3,15.382650804276823
392,7.0,24784,2018,0,8,0,0,Creta,14.181356420182201
393,7.0,22478,2017,0,27,0,0,Fortuner,14.824948404630769
394,7.3,19748,2017,0,0,0,0,Q3,15.116826927909116
395,6.5,21414,2018,0,13,0,0,XUV500,14.359892613859046
396,7.0,18000,2018,0,8,2,0,Creta,14.07044575667074
397,6.6,14523,2018,0,8,0,0,Verna,14.047172920947308
398,6.9,28748,2016,0,18,0,0,C-Class,14.88556629530289
399,7.3,59842,2013,0,18,0,0,B-Class,14.048125117354049
400,6.9,25414,2018,0,25,2,0,Octavia,14.444467423422555
401,7.3,35622,2015,0,25,0,0,Octavia,14.03388917498862
402,6.7,23142,2018,0,16,2,0,Baleno,13.52996619897404
403,6.6,41001,2013,0,28,2,0,Vento,13.115938783828406
404,7.1,23001,2018,0,27,0,0,Innova,14.586461942617055
405,7.3,21000,2018,0,1,2,0,5,15.410614224215221
406,6.7,42154,2016,0,8,2,0,Creta,13.795980073633839
407,7.3,22364,2018,0,11,2,0,Discovery,15.400669097412756
408,7.0,21452,2018,0,27,0,0,Fortuner,14.86588907764644
409,7.0,14562,2017,0,1,0,0,X1,14.840879526200625
410,6.6,25896,2018,0,25,0,0,Kodiaq,14.971480962752727
411,6.9,31202,2018,0,27,0,0,Innova,14.34779038559918
412,6.8,18958,2018,0,27,0,0,Innova,14.584469971885166
413,6.8,23625,2018,0,13,0,0,XUV500,14.34524311389365
414,8.0,86758,2015,0,20,0,0,Pajero,14.304891478965812
415,7.1,42784,2017,0,27,0,0,Fortuner,14.824948404630769
416,7.0,21142,2018,0,26,2,0,Tiago,13.122503367605244
417,6.7,21142,2012,0,27,2,0,Corolla,13.515402265507092
418,7.0,23314,2018,0,26,0,0,Hexa,14.37996718155401
419,7.2,51200,2017,0,29,0,0,V90,15.424944670391154
420,7.1,17455,2018,0,27,0,0,Fortuner,14.86588907764644
421,6.7,18744,2018,0,13,0,0,XUV500,14.423143422198047
422,7.1,14785,2018,0,27,0,0,Fortuner,14.86588907764644
423,7.1,35214,2017,0,13,0,0,XUV500,14.297128355889297
424,6.9,35041,2017,0,1,0,0,3,15.15876275347366
425,7.2,65478,2018,0,18,0,0,GLS,15.415767251702611
426,7.1,39658,2018,0,9,0,0,XF,15.350832928985236
427,6.7,27800,2018,0,13,0,0,XUV500,14.423143422198047
428,6.5,21142,2018,0,26,0,0,Hexa,14.37996718155401
